Order ID,Order Date,Customer Name,Region,Product Category,Product Sub-Category,Product Name,Units Sold,Unit Price,Discount (%),Total Sales,Profit,Cost per Unit
ORD1149,2023-01-29,Customer 66,North,Technology,Machines,Fax Machine,5,345.54,0.2,1382.16,224.06,231.62
ORD1150,2023-02-05,Customer 86,East,Furniture,Tables,Glass Desk,10,46.3,0.05,439.85,159.55,28.03
ORD1151,2023-01-13,Customer 28,South,Technology,Copiers,Color Copier 3000,2,23.71,0.25,35.565,4.705,15.43
ORD1152,2023-06-09,Customer 17,West,Office Supplies,Paper,Graph Paper,2,210.59,0.25,315.885,99.065,108.41
ORD1153,2023-11-23,Customer 3,West,Furniture,Bookcases,8-Cube Organizer,10,214.12,0.25,1605.9,222.3,138.36
ORD1154,2023-07-06,Customer 15,West,Furniture,Bookcases,3-Shelf Bookcase,10,240.85,0.25,1806.375,-173.225,197.96
ORD1155,2023-08-31,Customer 12,West,Furniture,Tables,Glass Desk,10,212.22,0,2122.2,767.1,135.51
ORD1156,2023-03-27,Customer 40,East,Furniture,Bookcases,3-Shelf Bookcase,2,265.03,0,530.06,166.6,181.73
ORD1157,2023-10-11,Customer 25,East,Technology,Accessories,Wireless Mouse,2,90.29,0.05,171.551,70.291,50.63
ORD1158,2023-03-07,Customer 20,North,Furniture,Furnishings,Wall Art,10,384.74,0.15,3270.29,429.39,284.09
ORD1159,2023-06-19,Customer 73,East,Office Supplies,Art,Sketch Pad,8,52.78,0.15,358.904,54.504,38.05
ORD1160,2023-02-14,Customer 36,North,Technology,Phones,Cordless Phone Z,8,236.92,0,1895.36,703.04,149.04
ORD1161,2023-03-03,Customer 37,North,Office Supplies,Binders,Executive Binder,8,298.56,0.25,1791.36,-151.84,242.9
ORD1162,2023-05-14,Customer 58,South,Technology,Machines,Fax Machine,1,236.25,0.1,212.625,13.265,199.36
ORD1163,2023-10-11,Customer 11,South,Furniture,Tables,Workstation Pro,8,495.67,0.2,3172.288,464.128,338.52
ORD1164,2023-01-28,Customer 21,East,Technology,Copiers,Color Copier 3000,7,391.74,0.25,2056.635,111.685,277.85
ORD1165,2023-04-18,Customer 81,East,Furniture,Bookcases,3-Shelf Bookcase,9,345.62,0.1,2799.522,969.912,203.29
ORD1166,2023-02-13,Customer 85,South,Technology,Phones,SmartPhone A1,6,168.91,0.25,760.095,5.595,125.75
ORD1167,2023-12-06,Customer 51,South,Office Supplies,Binders,Executive Binder,9,200.81,0.1,1626.561,208.521,157.56
ORD1168,2023-10-13,Customer 86,North,Office Supplies,Storage,Plastic Storage Box,1,194.05,0.05,184.3475,22.7175,161.63
ORD1169,2023-11-27,Customer 44,West,Furniture,Tables,Oak Table,3,57.04,0,171.12,55.14,38.66
ORD1170,2023-05-08,Customer 70,North,Office Supplies,Art,Sketch Pad,10,200.83,0.05,1907.885,776.585,113.13
ORD1171,2023-12-14,Customer 89,South,Office Supplies,Storage,Filing Cabinet,7,194.86,0.25,1023.015,227.605,113.63
ORD1172,2023-08-19,Customer 57,East,Office Supplies,Storage,Filing Cabinet,9,134.8,0.15,1031.22,40.77,110.05
ORD1173,2023-07-09,Customer 25,East,Office Supplies,Storage,Plastic Storage Box,5,393.5,0.2,1574,227.05,269.39
ORD1174,2023-08-13,Customer 21,South,Office Supplies,Paper,Graph Paper,1,327.77,0.1,294.993,67.493,227.5
ORD1175,2023-10-10,Customer 14,North,Technology,Phones,SmartPhone A1,5,235.67,0.2,942.68,292.73,129.99
ORD1176,2023-05-01,Customer 56,North,Furniture,Furnishings,Wall Art,1,219.15,0.15,186.2775,38.1975,148.08
ORD1177,2023-04-26,Customer 31,West,Furniture,Bookcases,3-Shelf Bookcase,1,172.97,0,172.97,35.68,137.29
ORD1178,2023-08-21,Customer 84,East,Furniture,Tables,Oak Table,5,460.35,0.15,1956.4875,244.8375,342.33
ORD1179,2023-09-16,Customer 18,West,Technology,Phones,SmartPhone A1,1,142.84,0.05,135.698,36.838,98.86
ORD1180,2023-12-25,Customer 94,West,Furniture,Bookcases,3-Shelf Bookcase,5,78.49,0.05,372.8275,118.9275,50.78
ORD1181,2023-07-17,Customer 80,West,Furniture,Chairs,Comfort Seat,10,277.31,0.25,2079.825,193.025,188.68
ORD1182,2023-05-17,Customer 31,South,Technology,Machines,Fax Machine,10,189.35,0.2,1514.8,292,122.28
ORD1183,2023-11-14,Customer 86,North,Office Supplies,Art,Sketch Pad,9,281.16,0.2,2024.352,268.362,195.11
ORD1184,2023-06-14,Customer 50,West,Furniture,Furnishings,Wall Art,5,378.71,0.1,1704.195,234.845,293.87
ORD1185,2023-08-13,Customer 45,South,Office Supplies,Binders,Executive Binder,3,41.28,0.2,99.072,22.482,25.53
ORD1186,2023-11-03,Customer 83,South,Office Supplies,Storage,Plastic Storage Box,3,409.52,0,1228.56,306.39,307.39
ORD1187,2023-08-22,Customer 59,North,Technology,Accessories,Wireless Mouse,4,445.18,0.1,1602.648,130.568,368.02
ORD1188,2023-06-21,Customer 66,West,Office Supplies,Storage,Plastic Storage Box,1,381.58,0.05,362.501,133.501,229
ORD1189,2023-06-01,Customer 100,North,Office Supplies,Art,Markers Set,2,403.68,0.15,686.256,31.236,327.51
ORD1190,2023-11-11,Customer 96,West,Technology,Copiers,All-in-One Copier,8,352.19,0.1,2535.768,215.528,290.03
ORD1191,2023-06-09,Customer 67,East,Furniture,Furnishings,Desk Lamp,7,309.18,0.05,2056.047,560.707,213.62
ORD1192,2023-04-06,Customer 42,North,Furniture,Bookcases,8-Cube Organizer,5,234.04,0.25,877.65,118.05,151.92
ORD1193,2023-08-21,Customer 89,West,Technology,Machines,Fax Machine,6,315.13,0.15,1607.163,480.063,187.85
ORD1194,2023-06-29,Customer 8,North,Office Supplies,Storage,Plastic Storage Box,9,404.53,0.25,2730.5775,706.2975,224.92
ORD1195,2023-04-23,Customer 4,South,Office Supplies,Storage,Filing Cabinet,3,52.27,0.25,117.6075,19.0875,32.84
ORD1196,2023-11-14,Customer 50,North,Office Supplies,Paper,Graph Paper,6,198.57,0,1191.42,356.4,139.17
ORD1197,2023-02-21,Customer 68,East,Technology,Copiers,Color Copier 3000,4,481.05,0,1924.2,466.64,364.39
ORD1198,2023-09-25,Customer 64,West,Office Supplies,Binders,Executive Binder,5,357.94,0.05,1700.215,181.265,303.79
ORD1199,2023-10-22,Customer 37,West,Furniture,Chairs,ErgoChair X,2,236.98,0.25,355.47,44.65,155.41
ORD1200,2023-04-23,Customer 12,East,Office Supplies,Art,Sketch Pad,9,280.24,0.1,2269.944,257.364,223.62
ORD1201,2023-04-11,Customer 92,South,Technology,Accessories,Wireless Mouse,4,400.19,0.05,1520.722,277.522,310.8
ORD1202,2023-04-23,Customer 4,East,Office Supplies,Art,Markers Set,9,82.29,0,740.61,353.25,43.04
ORD1203,2023-03-22,Customer 51,West,Office Supplies,Storage,Plastic Storage Box,10,55.4,0.1,498.6,97.1,40.15
ORD1204,2023-07-06,Customer 58,West,Office Supplies,Art,Sketch Pad,9,327.1,0.05,2796.705,533.655,251.45
ORD1205,2023-04-23,Customer 17,West,Office Supplies,Binders,Ring Binder,9,93.45,0.05,798.9975,330.8175,52.02
ORD1206,2023-01-02,Customer 91,South,Technology,Copiers,All-in-One Copier,5,114.22,0.2,456.88,116.48,68.08
ORD1207,2023-05-10,Customer 81,East,Office Supplies,Binders,Ring Binder,10,471.97,0.05,4483.715,1841.015,264.27
ORD1208,2023-08-08,Customer 80,East,Office Supplies,Binders,Ring Binder,2,41.82,0.25,62.73,-1.67,32.2
ORD1209,2023-02-23,Customer 34,South,Office Supplies,Storage,Filing Cabinet,8,446.72,0.2,2859.008,709.808,268.65
ORD1210,2023-12-09,Customer 39,West,Furniture,Furnishings,Wall Art,8,55.03,0,440.24,195.76,30.56
ORD1211,2023-08-12,Customer 54,West,Technology,Accessories,USB Hub,10,88.96,0.25,667.2,123,54.42
ORD1212,2023-08-13,Customer 45,West,Furniture,Bookcases,3-Shelf Bookcase,6,136.03,0,816.18,331.68,80.75
ORD1213,2023-05-06,Customer 32,South,Furniture,Chairs,Comfort Seat,7,434.8,0.15,2587.06,800.8,255.18
ORD1214,2023-05-10,Customer 21,East,Office Supplies,Art,Sketch Pad,3,259.17,0.2,622.008,106.218,171.93
ORD1215,2023-02-22,Customer 40,West,Furniture,Chairs,Comfort Seat,9,239.47,0.05,2047.4685,807.5385,137.77
ORD1216,2023-06-21,Customer 46,North,Furniture,Bookcases,8-Cube Organizer,10,443.52,0.25,3326.4,64.8,326.16
ORD1217,2023-08-06,Customer 37,North,Furniture,Furnishings,Desk Lamp,5,369.2,0.15,1569.1,409.65,231.89
ORD1218,2023-06-09,Customer 52,North,Office Supplies,Paper,Graph Paper,9,158.53,0.15,1212.7545,247.5945,107.24
ORD1219,2023-07-17,Customer 98,East,Office Supplies,Binders,Ring Binder,2,209.07,0.1,376.326,85.626,145.35
ORD1220,2023-09-04,Customer 47,South,Furniture,Furnishings,Desk Lamp,1,38.68,0.25,29.01,5.16,23.85
ORD1221,2023-11-20,Customer 61,West,Furniture,Tables,Glass Desk,10,172.89,0.15,1469.565,5.665,146.39
ORD1222,2023-07-22,Customer 95,East,Office Supplies,Art,Markers Set,10,163.9,0,1639,608.2,103.08
ORD1223,2023-07-03,Customer 87,North,Technology,Copiers,All-in-One Copier,10,247.8,0.25,1858.5,-59.5,191.8
ORD1224,2023-05-03,Customer 100,South,Office Supplies,Binders,Executive Binder,3,271.63,0.25,611.1675,26.9775,194.73
ORD1225,2023-09-12,Customer 49,South,Office Supplies,Paper,Printer Paper,10,475.14,0,4751.4,2058.4,269.3
ORD1226,2023-10-21,Customer 57,East,Technology,Accessories,USB Hub,4,216.98,0.2,694.336,-19.264,178.4
ORD1227,2023-10-07,Customer 95,North,Office Supplies,Paper,Printer Paper,9,176.02,0.25,1188.135,130.815,117.48
ORD1228,2023-11-21,Customer 49,East,Furniture,Furnishings,Wall Art,9,190.06,0.25,1282.905,20.115,140.31
ORD1229,2023-04-08,Customer 89,East,Office Supplies,Storage,Filing Cabinet,4,153.92,0.1,554.112,197.832,89.07
ORD1230,2023-07-17,Customer 39,East,Office Supplies,Paper,Graph Paper,6,250.31,0.2,1201.488,-40.272,206.96
ORD1231,2023-08-28,Customer 93,East,Technology,Phones,Cordless Phone Z,7,412.82,0.05,2745.253,1006.593,248.38
ORD1232,2023-05-24,Customer 37,North,Technology,Machines,Laminator,8,122.71,0.2,785.344,201.344,73
ORD1233,2023-04-07,Customer 72,East,Furniture,Chairs,Executive Leather,10,134.86,0,1348.6,358.1,99.05
ORD1234,2023-07-20,Customer 68,South,Office Supplies,Paper,Printer Paper,2,218.38,0.25,327.57,36.97,145.3
ORD1235,2023-05-04,Customer 88,South,Furniture,Tables,Glass Desk,8,249.18,0.05,1893.768,369.608,190.52
ORD1236,2023-07-06,Customer 37,East,Technology,Phones,SmartPhone A1,10,131.47,0.25,986.025,-4.075,99.01
ORD1237,2023-11-22,Customer 5,South,Technology,Accessories,Wireless Mouse,7,398.22,0.05,2648.163,340.613,329.65
ORD1238,2023-12-15,Customer 38,North,Furniture,Bookcases,3-Shelf Bookcase,6,156.59,0.25,704.655,56.235,108.07
ORD1239,2023-09-16,Customer 64,South,Office Supplies,Storage,Plastic Storage Box,4,408.23,0.1,1469.628,560.308,227.33
ORD1240,2023-05-28,Customer 59,East,Office Supplies,Paper,Printer Paper,6,399.57,0.2,1917.936,153.336,294.1
ORD1241,2023-09-09,Customer 25,South,Office Supplies,Storage,Plastic Storage Box,9,177.4,0.15,1357.11,184.86,130.25
ORD1242,2023-12-12,Customer 24,South,Technology,Copiers,All-in-One Copier,1,145.18,0.05,137.921,42.631,95.29
ORD1243,2023-05-27,Customer 35,East,Technology,Phones,Cordless Phone Z,6,352.53,0,2115.18,563.22,258.66
ORD1244,2023-05-28,Customer 60,East,Furniture,Furnishings,Wall Art,2,326.58,0.1,587.844,177.244,205.3
ORD1245,2023-12-18,Customer 29,South,Furniture,Furnishings,Desk Lamp,8,378.91,0.2,2425.024,513.024,239
ORD1246,2023-07-18,Customer 90,West,Office Supplies,Paper,Printer Paper,10,439.1,0,4391,1387.9,300.31
ORD1247,2023-11-04,Customer 68,East,Furniture,Chairs,ErgoChair X,9,453.39,0.05,3876.4845,1018.2645,317.58
ORD1248,2023-05-08,Customer 20,South,Technology,Machines,Fax Machine,4,364.12,0.15,1238.008,463.408,193.65
ORD1249,2023-02-08,Customer 66,West,Furniture,Furnishings,Desk Lamp,9,219.4,0.2,1579.68,552.51,114.13
ORD1250,2023-12-04,Customer 60,East,Office Supplies,Binders,Executive Binder,5,411.9,0.25,1544.625,357.825,237.36
ORD1251,2023-12-26,Customer 10,North,Technology,Copiers,All-in-One Copier,9,497.18,0,4474.62,692.91,420.19
ORD1252,2023-05-09,Customer 61,North,Technology,Machines,Fax Machine,3,387.6,0.25,872.1,27.84,281.42
ORD1253,2023-09-24,Customer 54,East,Technology,Machines,Laminator,7,58.52,0.25,307.23,-22.96,47.17
ORD1254,2023-05-31,Customer 18,East,Furniture,Tables,Workstation Pro,7,273.84,0.25,1437.66,-177.38,230.72
ORD1255,2023-10-25,Customer 1,North,Technology,Machines,Laminator,9,202.05,0.05,1727.5275,660.7575,118.53
ORD1256,2023-04-09,Customer 45,South,Technology,Accessories,Wireless Mouse,1,408.55,0.15,347.2675,55.0675,292.2
ORD1257,2023-09-20,Customer 3,South,Furniture,Chairs,ErgoChair X,10,36.12,0.2,288.96,23.36,26.56
ORD1258,2023-09-09,Customer 7,South,Office Supplies,Binders,Executive Binder,8,132.48,0.05,1006.848,197.088,101.22
ORD1259,2023-05-24,Customer 100,North,Furniture,Bookcases,3-Shelf Bookcase,10,173.07,0.2,1384.56,51.26,133.33
ORD1260,2023-12-12,Customer 42,South,Technology,Accessories,Wireless Mouse,7,164.24,0,1149.68,350.84,114.12
ORD1261,2023-04-22,Customer 76,South,Office Supplies,Storage,Plastic Storage Box,1,486.7,0.25,365.025,7.315,357.71
ORD1262,2023-03-01,Customer 68,East,Office Supplies,Storage,Plastic Storage Box,3,163.95,0.05,467.2575,91.4475,125.27
ORD1263,2023-01-02,Customer 61,South,Furniture,Bookcases,3-Shelf Bookcase,8,459.08,0.2,2938.112,571.312,295.85
ORD1264,2023-10-31,Customer 54,South,Technology,Accessories,USB Hub,4,178.53,0,714.12,126.56,146.89
ORD1265,2023-09-11,Customer 48,North,Office Supplies,Paper,Printer Paper,5,201.04,0.2,804.16,89.46,142.94
ORD1266,2023-05-20,Customer 10,South,Office Supplies,Paper,Graph Paper,4,437.35,0.1,1574.46,514.14,265.08
ORD1267,2023-02-06,Customer 2,South,Furniture,Chairs,Executive Leather,8,458.93,0.25,2753.58,141.18,326.55
ORD1268,2023-06-09,Customer 27,West,Furniture,Bookcases,8-Cube Organizer,7,243.8,0.25,1279.95,212.03,152.56
ORD1269,2023-01-09,Customer 34,East,Office Supplies,Storage,Plastic Storage Box,2,405.35,0.25,608.025,69.465,269.28
ORD1270,2023-08-21,Customer 41,South,Technology,Copiers,Color Copier 3000,1,290.01,0.05,275.5095,55.2695,220.24
ORD1271,2023-04-09,Customer 3,East,Office Supplies,Storage,Plastic Storage Box,3,114.17,0.05,325.3845,108.6045,72.26
ORD1272,2023-05-27,Customer 32,West,Office Supplies,Art,Markers Set,8,483.92,0.25,2903.52,-34.32,367.23
ORD1273,2023-10-31,Customer 59,South,Office Supplies,Art,Sketch Pad,3,365.75,0.15,932.6625,313.3425,206.44
ORD1274,2023-07-27,Customer 70,North,Office Supplies,Binders,Ring Binder,1,386.88,0.15,328.848,116.788,212.06
ORD1275,2023-05-11,Customer 81,South,Furniture,Tables,Oak Table,4,262.75,0.1,945.9,398.18,136.93
ORD1276,2023-06-01,Customer 82,West,Office Supplies,Storage,Filing Cabinet,1,275.46,0.15,234.141,95.271,138.87
ORD1277,2023-02-23,Customer 68,East,Office Supplies,Art,Sketch Pad,9,410.32,0.25,2769.66,366.66,267
ORD1278,2023-04-30,Customer 23,North,Furniture,Tables,Oak Table,4,317.49,0.1,1142.964,145.644,249.33
ORD1279,2023-06-10,Customer 35,West,Furniture,Bookcases,8-Cube Organizer,8,291.2,0.25,1747.2,398.24,168.62
ORD1280,2023-04-26,Customer 88,North,Office Supplies,Binders,Ring Binder,7,202.05,0.2,1131.48,188.65,134.69
ORD1281,2023-03-16,Customer 82,North,Office Supplies,Paper,Printer Paper,8,425.76,0.25,2554.56,-83.52,329.76
ORD1282,2023-04-23,Customer 73,North,Office Supplies,Binders,Ring Binder,4,452.61,0.25,1357.83,-109.81,366.91
ORD1283,2023-04-14,Customer 61,East,Furniture,Chairs,Executive Leather,5,451.67,0.2,1806.68,157.33,329.87
ORD1284,2023-12-06,Customer 23,East,Furniture,Tables,Workstation Pro,3,381.08,0.25,857.43,-42.66,300.03
ORD1285,2023-09-11,Customer 10,East,Furniture,Tables,Workstation Pro,7,344.98,0.2,1931.888,444.108,212.54
ORD1286,2023-08-15,Customer 97,South,Office Supplies,Binders,Executive Binder,1,66.89,0.05,63.5455,10.4655,53.08
ORD1287,2023-04-22,Customer 44,West,Technology,Phones,Cordless Phone Z,8,255.49,0.1,1839.528,421.928,177.2
ORD1288,2023-04-09,Customer 49,West,Furniture,Furnishings,Desk Lamp,10,161.78,0.05,1536.91,324.21,121.27
ORD1289,2023-06-02,Customer 11,East,Furniture,Furnishings,Desk Lamp,7,172.01,0,1204.07,563.5,91.51
ORD1290,2023-12-15,Customer 40,West,Technology,Copiers,All-in-One Copier,3,61.9,0.15,157.845,35.835,40.67
ORD1291,2023-12-04,Customer 72,West,Furniture,Chairs,ErgoChair X,6,286.03,0.2,1372.944,155.604,202.89
ORD1292,2023-07-13,Customer 42,West,Furniture,Bookcases,8-Cube Organizer,7,394,0.25,2068.5,-180.39,321.27
ORD1293,2023-11-06,Customer 32,South,Office Supplies,Storage,Filing Cabinet,3,149.08,0.1,402.516,101.706,100.27
ORD1294,2023-06-12,Customer 9,South,Technology,Copiers,Color Copier 3000,5,252.43,0,1262.15,471.55,158.12
ORD1295,2023-07-27,Customer 32,West,Office Supplies,Paper,Graph Paper,2,85.03,0,170.06,28.56,70.75
ORD1296,2023-06-18,Customer 43,West,Technology,Machines,Laminator,7,411.43,0.25,2160.0075,-261.9925,346
ORD1297,2023-06-10,Customer 18,East,Technology,Accessories,USB Hub,6,105.27,0.15,536.877,6.897,88.33
ORD1298,2023-03-09,Customer 38,West,Office Supplies,Paper,Graph Paper,7,154.54,0.15,919.513,240.443,97.01
ORD1299,2023-10-16,Customer 73,South,Office Supplies,Paper,Printer Paper,8,472.63,0.05,3591.988,1121.268,308.84
